trial,rider,path,path_time,path_end_time,n_orders,delta_mean,delta_min,delta_max
trial 537,rider 2,path 2,15,42,1,-17.0,-17,-17
trial 537,rider 2,path 3,30,76,2,-3.5,-6,-1
trial 537,rider 3,path 1,19,26,1,-18.0,-18,-18
trial 537,rider 3,path 2,17,45,1,-19.0,-19,-19
trial 537,rider 3,path 3,35,81,3,-6.0,-19,4
trial 538,rider 1,path 1,27,40,2,-15.0,-19,-11
trial 538,rider 1,path 2,38,81,3,-8.666666666666666,-14,-2
trial 538,rider 2,path 1,17,23,1,-19.0,-19,-19
trial 538,rider 2,path 2,19,43,1,-16.0,-16,-16
trial 538,rider 2,path 3,23,75,1,-16.0,-16,-16
trial 538,rider 3,path 1,21,31,1,-17.0,-17,-17
trial 538,rider 3,path 2,31,65,2,-12.0,-17,-7
trial 538,rider 3,path 3,32,98,2,-8.0,-11,-5
trial 539,rider 1,path 1,32,53,2,-8.0,-13,-3
trial 539,rider 1,path 2,23,79,2,-17.0,-22,-12
trial 539,rider 2,path 1,28,50,2,-12.5,-19,-6
trial 539,rider 2,path 2,29,80,3,-13.0,-26,-1
trial 539,rider 3,path 1,25,34,1,-15.0,-15,-15
trial 539,rider 3,path 2,28,63,2,-8.0,-13,-3
trial 539,rider 3,path 3,15,79,1,-18.0,-18,-18
trial 540,rider 1,path 1,15,27,1,-20.0,-20,-20
trial 540,rider 1,path 2,36,68,4,-3.5,-14,13
trial 540,rider 2,path 1,27,43,1,-14.0,-14,-14
trial 540,rider 2,path 2,45,97,4,0.0,-18,19
trial 540,rider 3,path 1,19,25,1,-18.0,-18,-18
trial 540,rider 3,path 2,37,68,2,-7.5,-16,1
trial 541,rider 1,path 1,24,33,2,-16.0,-22,-10
trial 541,rider 1,path 2,19,68,1,-18.0,-18,-18
trial 541,rider 1,path 3,17,86,1,-12.0,-12,-12
trial 541,rider 2,path 1,23,28,1,-16.0,-16,-16
trial 541,rider 2,path 2,50,79,5,7.8,-9,26
trial 541,rider 3,path 1,27,33,1,-14.0,-14,-14
trial 541,rider 3,path 2,21,55,1,-17.0,-17,-17
trial 541,rider 3,path 3,17,74,1,-19.0,-19,-19
trial 542,rider 1,path 1,55,83,6,3.1666666666666665,-13,15
trial 542,rider 2,path 1,24,41,2,-15.5,-18,-13
trial 542,rider 2,path 2,39,88,3,-7.666666666666667,-16,2
trial 542,rider 3,path 1,17,32,1,-19.0,-19,-19
trial 542,rider 3,path 2,15,54,1,-20.0,-20,-20
trial 543,rider 1,path 1,20,39,2,-18.5,-22,-15
trial 543,rider 1,path 2,7,50,1,-24.0,-24,-24
trial 543,rider 1,path 3,48,102,4,-1.0,-20,16
trial 543,rider 2,path 1,21,37,1,-17.0,-17,-17
trial 543,rider 2,path 2,17,57,1,-16.0,-16,-16
trial 543,rider 3,path 1,23,34,1,-16.0,-16,-16
trial 543,rider 3,path 2,24,63,3,-15.666666666666666,-30,2
trial 544,rider 1,path 1,19,39,1,-18.0,-18,-18
trial 544,rider 1,path 2,70,132,8,7.5,-20,36
trial 544,rider 2,path 1,21,39,1,-17.0,-17,-17
trial 544,rider 2,path 2,25,66,1,-15.0,-15,-15
trial 544,rider 3,path 1,25,43,1,-15.0,-15,-15
trial 544,rider 3,path 2,23,70,1,-16.0,-16,-16
trial 545,rider 1,path 1,18,43,2,-18.0,-22,-14
trial 545,rider 1,path 2,21,65,3,-7.666666666666667,-15,-2
trial 545,rider 1,path 3,32,98,3,-3.0,-10,6
trial 545,rider 2,path 1,23,43,1,-16.0,-16,-16
trial 545,rider 2,path 2,23,70,1,-16.0,-16,-16
trial 545,rider 3,path 1,17,24,1,-19.0,-19,-19
trial 545,rider 3,path 2,21,46,1,-17.0,-17,-17
trial 545,rider 3,path 3,23,70,1,-2.0,-2,-2
trial 546,rider 1,path 1,9,23,1,-23.0,-23,-23
trial 546,rider 1,path 2,28,52,2,-10.5,-13,-8
trial 546,rider 1,path 3,24,88,2,-17.5,-24,-11
trial 546,rider 2,path 1,27,51,2,-11.0,-13,-9
trial 546,rider 2,path 2,27,79,2,-10.5,-14,-7
trial 546,rider 3,path 1,17,24,1,-19.0,-19,-19
trial 546,rider 3,path 2,35,78,3,-9.0,-19,3
trial 547,rider 1,path 1,27,35,2,-11.0,-17,-5
trial 547,rider 1,path 2,9,56,1,-23.0,-23,-23
trial 547,rider 1,path 3,31,95,2,-6.5,-14,1
trial 547,rider 2,path 1,15,28,1,-20.0,-20,-20
trial 547,rider 2,path 2,14,43,2,-12.0,-17,-7
trial 547,rider 2,path 3,17,64,1,-19.0,-19,-19
trial 547,rider 3,path 1,27,38,1,-14.0,-14,-14
trial 547,rider 3,path 2,19,63,1,-18.0,-18,-18
trial 547,rider 3,path 3,33,97,2,-13.5,-19,-8
trial 548,rider 1,path 1,13,39,1,-21.0,-21,-21
trial 548,rider 1,path 2,7,47,1,-24.0,-24,-24
trial 548,rider 1,path 3,37,89,3,-8.666666666666666,-19,2
trial 548,rider 2,path 1,36,69,3,-6.0,-11,2
trial 548,rider 3,path 1,13,22,1,-21.0,-21,-21
trial 548,rider 3,path 2,31,65,2,-11.0,-16,-6
trial 548,rider 3,path 3,27,93,2,-9.0,-13,-5
trial 549,rider 1,path 1,15,20,1,-20.0,-20,-20
trial 549,rider 1,path 2,42,74,4,-5.25,-19,8
trial 549,rider 2,path 1,39,58,4,-7.75,-21,8
trial 549,rider 3,path 1,27,35,1,-14.0,-14,-14
trial 549,rider 3,path 2,42,81,3,-8.666666666666666,-17,2
trial 550,rider 1,path 1,19,29,1,-18.0,-18,-18
trial 550,rider 1,path 2,35,76,3,-6.666666666666667,-15,4
trial 550,rider 2,path 1,23,30,1,-16.0,-16,-16
trial 550,rider 2,path 2,23,54,1,-5.0,-5,-5
trial 550,rider 2,path 3,21,82,1,-17.0,-17,-17
trial 550,rider 3,path 1,21,32,1,-17.0,-17,-17
trial 550,rider 3,path 2,19,53,1,-18.0,-18,-18
trial 550,rider 3,path 3,39,93,4,-7.5,-18,7
trial 551,rider 1,path 1,9,24,1,-23.0,-23,-23
trial 551,rider 1,path 2,7,41,1,-24.0,-24,-24
trial 551,rider 1,path 3,30,81,2,-15.0,-20,-10
trial 551,rider 2,path 1,28,48,2,-13.0,-19,-7
trial 551,rider 2,path 2,25,74,1,-13.0,-13,-13
trial 551,rider 3,path 1,15,22,1,-20.0,-20,-20
trial 551,rider 3,path 2,29,69,2,-13.0,-18,-8
trial 551,rider 3,path 3,38,108,3,-0.3333333333333333,-11,10
trial 552,rider 1,path 1,11,20,1,-22.0,-22,-22
trial 552,rider 1,path 2,23,47,2,-15.5,-21,-10
trial 552,rider 1,path 3,28,89,2,-15.0,-19,-11
trial 552,rider 2,path 1,13,26,1,-21.0,-21,-21
trial 552,rider 2,path 2,17,46,1,-19.0,-19,-19
trial 552,rider 2,path 3,29,76,2,-13.0,-17,-9
trial 552,rider 3,path 1,15,26,1,-20.0,-20,-20
trial 552,rider 3,path 2,42,81,3,-2.0,-9,8
trial 553,rider 1,path 1,39,64,3,-8.0,-14,-1
trial 553,rider 2,path 1,9,17,1,-23.0,-23,-23
trial 553,rider 2,path 2,37,59,3,-6.333333333333333,-18,3
trial 553,rider 2,path 3,35,99,2,-11.0,-17,-5
trial 553,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 553,rider 3,path 2,41,85,3,-10.333333333333334,-23,2
trial 554,rider 1,path 1,28,43,2,-14.0,-18,-10
trial 554,rider 1,path 2,19,64,2,-9.0,-21,3
trial 554,rider 1,path 3,35,100,3,-4.333333333333333,-14,3
trial 554,rider 2,path 1,27,41,1,-14.0,-14,-14
trial 554,rider 2,path 2,28,76,2,-8.5,-11,-6
trial 554,rider 3,path 1,29,40,1,-13.0,-13,-13
trial 554,rider 3,path 2,34,76,2,-1.0,-10,8
trial 555,rider 1,path 1,22,46,2,-17.5,-21,-14
trial 555,rider 1,path 2,31,84,3,-12.333333333333334,-18,-6
trial 555,rider 2,path 1,21,42,1,-17.0,-17,-17
trial 555,rider 2,path 2,25,79,2,-14.0,-22,-6
trial 555,rider 3,path 1,21,35,1,-17.0,-17,-17
trial 555,rider 3,path 2,25,62,2,-12.5,-13,-12
trial 555,rider 3,path 3,34,97,2,-11.0,-17,-5
trial 556,rider 1,path 1,26,35,2,-14.5,-17,-12
trial 556,rider 1,path 2,23,65,1,-16.0,-16,-16
trial 556,rider 1,path 3,25,91,2,-1.0,-5,3
trial 556,rider 2,path 1,29,37,1,-13.0,-13,-13
trial 556,rider 2,path 2,25,65,1,-15.0,-15,-15
trial 556,rider 2,path 3,25,91,1,-11.0,-11,-11
trial 556,rider 3,path 1,23,31,1,-16.0,-16,-16
trial 556,rider 3,path 2,48,81,4,1.5,-10,18
trial 557,rider 1,path 1,21,48,2,-16.5,-19,-14
trial 557,rider 1,path 2,32,81,2,-10.5,-14,-7
trial 557,rider 2,path 1,7,23,1,-24.0,-24,-24
trial 557,rider 2,path 2,25,49,1,-14.0,-14,-14
trial 557,rider 2,path 3,23,78,1,-16.0,-16,-16
trial 557,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 557,rider 3,path 2,28,63,2,-13.5,-17,-10
trial 557,rider 3,path 3,38,102,3,-10.0,-21,2
trial 558,rider 1,path 1,15,28,1,-20.0,-20,-20
trial 558,rider 1,path 2,31,67,3,-11.0,-22,0
trial 558,rider 2,path 1,21,33,1,-17.0,-17,-17
trial 558,rider 2,path 2,32,66,3,-1.3333333333333333,-12,5
trial 558,rider 2,path 3,24,91,2,-7.0,-15,1
trial 558,rider 3,path 1,25,39,1,-15.0,-15,-15
trial 558,rider 3,path 2,26,71,2,-17.0,-22,-12
trial 559,rider 1,path 1,11,18,1,-22.0,-22,-22
trial 559,rider 1,path 2,21,47,1,-17.0,-17,-17
trial 559,rider 1,path 3,56,119,6,5.5,-14,20
trial 559,rider 2,path 1,17,29,1,-19.0,-19,-19
trial 559,rider 2,path 2,13,45,1,-21.0,-21,-21
trial 559,rider 2,path 3,17,63,1,-19.0,-19,-19
trial 559,rider 3,path 1,29,39,1,-13.0,-13,-13
trial 559,rider 3,path 2,23,69,1,-16.0,-16,-16
trial 560,rider 1,path 1,26,42,2,-15.0,-19,-11
trial 560,rider 1,path 2,21,82,1,-17.0,-17,-17
trial 560,rider 2,path 1,28,42,2,-15.0,-20,-10
trial 560,rider 2,path 2,32,91,2,-10.0,-16,-4
trial 560,rider 3,path 1,21,30,1,-17.0,-17,-17
trial 560,rider 3,path 2,48,89,5,2.4,-4,12
trial 561,rider 1,path 1,34,55,2,-16.0,-24,-8
trial 561,rider 1,path 2,30,86,2,-10.5,-17,-4
trial 561,rider 2,path 1,23,38,1,-16.0,-16,-16
trial 561,rider 2,path 2,48,88,4,-1.0,-12,9
trial 561,rider 3,path 1,15,23,1,-20.0,-20,-20
trial 561,rider 3,path 2,37,65,3,-10.333333333333334,-18,-2
trial 562,rider 1,path 1,15,28,1,-20.0,-20,-20
trial 562,rider 1,path 2,48,77,4,0.0,-19,18
trial 562,rider 2,path 1,19,30,1,-18.0,-18,-18
trial 562,rider 2,path 2,15,52,1,-20.0,-20,-20
trial 562,rider 2,path 3,40,103,4,-6.25,-19,5
trial 562,rider 3,path 1,21,31,1,-17.0,-17,-17
trial 562,rider 3,path 2,23,63,1,-16.0,-16,-16
trial 563,rider 1,path 1,15,27,1,-20.0,-20,-20
trial 563,rider 1,path 2,24,52,2,-17.5,-24,-11
trial 563,rider 1,path 3,37,96,4,-9.0,-24,4
trial 563,rider 2,path 1,13,34,1,-21.0,-21,-21
trial 563,rider 2,path 2,17,53,1,-19.0,-19,-19
trial 563,rider 2,path 3,34,90,2,-8.5,-17,0
trial 563,rider 3,path 1,19,31,1,-18.0,-18,-18
trial 563,rider 3,path 2,27,66,1,-14.0,-14,-14
trial 564,rider 1,path 1,67,109,7,10.142857142857142,-8,39
trial 564,rider 2,path 1,17,43,1,-19.0,-19,-19
trial 564,rider 2,path 2,9,67,1,-23.0,-23,-23
trial 564,rider 3,path 1,27,50,1,-14.0,-14,-14
trial 564,rider 3,path 2,37,101,3,-8.333333333333334,-18,4
trial 565,rider 1,path 1,9,19,1,-23.0,-23,-23
trial 565,rider 1,path 2,15,35,1,-20.0,-20,-20
trial 565,rider 1,path 3,25,67,2,-13.5,-17,-10
trial 565,rider 1,path 4,29,97,2,-0.5,-11,10
trial 565,rider 2,path 1,21,41,1,-15.0,-15,-15
trial 565,rider 2,path 2,21,67,1,-17.0,-17,-17
trial 565,rider 2,path 3,23,91,1,-1.0,-1,-1
trial 565,rider 3,path 1,19,29,1,-18.0,-18,-18
trial 565,rider 3,path 2,35,67,2,-10.5,-17,-4
trial 565,rider 3,path 3,27,95,1,-5.0,-5,-5
trial 566,rider 1,path 1,17,43,1,-18.0,-18,-18
trial 566,rider 1,path 2,50,100,4,2.25,-16,17
trial 566,rider 2,path 1,15,25,1,-20.0,-20,-20
trial 566,rider 2,path 2,27,63,1,-14.0,-14,-14
trial 566,rider 2,path 3,22,86,2,-13.5,-19,-8
trial 566,rider 3,path 1,19,25,1,-18.0,-18,-18
trial 566,rider 3,path 2,31,60,1,-12.0,-12,-12
trial 566,rider 3,path 3,28,92,2,-11.0,-16,-6
trial 567,rider 1,path 1,17,23,1,-19.0,-19,-19
trial 567,rider 1,path 2,29,55,2,-12.5,-16,-9
trial 567,rider 1,path 3,13,76,1,-21.0,-21,-21
trial 567,rider 2,path 1,20,39,2,-16.5,-21,-12
trial 567,rider 2,path 2,34,89,3,-9.666666666666666,-18,0
trial 567,rider 3,path 1,25,33,1,-15.0,-15,-15
trial 567,rider 3,path 2,13,51,1,-21.0,-21,-21
trial 567,rider 3,path 3,34,87,2,-7.0,-12,-2
trial 568,rider 1,path 1,17,30,1,-19.0,-19,-19
trial 568,rider 1,path 2,21,55,1,-17.0,-17,-17
trial 568,rider 1,path 3,17,73,1,-16.0,-16,-16
trial 568,rider 1,path 4,13,87,1,-9.0,-9,-9
trial 568,rider 2,path 1,27,42,1,-14.0,-14,-14
trial 568,rider 2,path 2,33,77,2,-12.5,-18,-7
trial 568,rider 3,path 1,17,24,1,-19.0,-19,-19
trial 568,rider 3,path 2,52,80,5,-1.6,-20,17
trial 569,rider 1,path 1,37,55,3,-8.666666666666666,-15,-3
trial 569,rider 1,path 2,44,105,4,-1.0,-23,13
trial 569,rider 2,path 1,21,28,1,-17.0,-17,-17
trial 569,rider 2,path 2,39,95,3,0.0,-10,8
trial 569,rider 3,path 1,23,31,1,-16.0,-16,-16
trial 569,rider 3,path 2,27,63,1,-14.0,-14,-14
trial 570,rider 1,path 1,28,54,2,-17.0,-23,-11
trial 570,rider 1,path 2,27,82,2,-4.5,-8,-1
trial 570,rider 2,path 1,17,28,1,-19.0,-19,-19
trial 570,rider 2,path 2,54,94,5,-0.6,-19,24
trial 570,rider 3,path 1,25,30,1,-15.0,-15,-15
trial 570,rider 3,path 2,23,54,1,-16.0,-16,-16
trial 570,rider 3,path 3,27,82,1,-13.0,-13,-13
trial 571,rider 1,path 1,17,39,1,-19.0,-19,-19
trial 571,rider 1,path 2,23,66,2,-15.0,-21,-9
trial 571,rider 2,path 1,36,67,3,-14.333333333333334,-28,2
trial 571,rider 3,path 1,21,36,1,-17.0,-17,-17
trial 571,rider 3,path 2,21,61,1,-16.0,-16,-16
trial 571,rider 3,path 3,49,111,5,3.6,-16,23
trial 572,rider 1,path 1,7,15,1,-24.0,-24,-24
trial 572,rider 1,path 2,16,48,2,-16.5,-17,-16
trial 572,rider 1,path 3,17,66,1,-17.0,-17,-17
trial 572,rider 1,path 4,23,90,1,-12.0,-12,-12
trial 572,rider 2,path 1,25,37,1,-15.0,-15,-15
trial 572,rider 2,path 2,45,86,3,-4.0,-16,10
trial 572,rider 3,path 1,23,29,1,-16.0,-16,-16
trial 572,rider 3,path 2,11,41,2,-22.5,-25,-20
trial 572,rider 3,path 3,23,74,1,-16.0,-16,-16
trial 573,rider 1,path 1,23,48,1,-16.0,-16,-16
trial 573,rider 1,path 2,23,76,2,-17.5,-24,-11
trial 573,rider 2,path 1,21,41,1,-17.0,-17,-17
trial 573,rider 2,path 2,44,86,3,2.0,-7,15
trial 573,rider 3,path 1,27,46,1,-14.0,-14,-14
trial 573,rider 3,path 2,23,74,1,-16.0,-16,-16
trial 573,rider 3,path 3,45,120,4,6.25,-8,19
trial 574,rider 1,path 1,13,36,1,-21.0,-21,-21
trial 574,rider 1,path 2,28,65,2,-9.0,-12,-6
trial 574,rider 1,path 3,23,89,2,-13.5,-19,-8
trial 574,rider 2,path 1,21,34,1,-17.0,-17,-17
trial 574,rider 2,path 2,35,74,2,-11.0,-15,-7
trial 574,rider 3,path 1,15,20,1,-20.0,-20,-20
trial 574,rider 3,path 2,17,44,1,-19.0,-19,-19
trial 574,rider 3,path 3,36,92,3,-6.666666666666667,-13,-3
trial 575,rider 1,path 1,21,37,1,-17.0,-17,-17
trial 575,rider 1,path 2,13,61,1,-21.0,-21,-21
trial 575,rider 1,path 3,34,96,2,-7.5,-13,-2
trial 575,rider 2,path 1,21,33,1,-17.0,-17,-17
trial 575,rider 2,path 2,27,68,1,-14.0,-14,-14
trial 575,rider 3,path 1,21,29,1,-17.0,-17,-17
trial 575,rider 3,path 2,53,85,6,-0.5,-22,21
trial 576,rider 1,path 1,28,61,2,-8.5,-16,-1
trial 576,rider 1,path 2,32,94,2,-0.5,-1,0
trial 576,rider 2,path 1,17,42,1,-19.0,-19,-19
trial 576,rider 2,path 2,41,84,3,-4.666666666666667,-14,3
trial 576,rider 3,path 1,9,27,1,-23.0,-23,-23
trial 576,rider 3,path 2,26,59,2,-15.5,-19,-12
trial 576,rider 3,path 3,33,95,2,-10.0,-14,-6
trial 577,rider 1,path 1,9,18,1,-23.0,-23,-23
trial 577,rider 1,path 2,27,48,2,-14.0,-17,-11
trial 577,rider 1,path 3,21,71,1,-13.0,-13,-13
trial 577,rider 1,path 4,23,95,1,-1.0,-1,-1
trial 577,rider 2,path 1,30,49,2,-15.0,-21,-9
trial 577,rider 2,path 2,23,74,1,-16.0,-16,-16
trial 577,rider 3,path 1,25,37,1,-15.0,-15,-15
trial 577,rider 3,path 2,48,89,4,-2.5,-22,8
trial 578,rider 1,path 1,15,27,1,-20.0,-20,-20
trial 578,rider 1,path 2,57,102,5,7.8,-17,28
trial 578,rider 2,path 1,36,54,4,-14.25,-22,-1
trial 578,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 578,rider 3,path 2,26,53,2,-12.5,-14,-11
trial 579,rider 1,path 1,17,26,1,-19.0,-19,-19
trial 579,rider 1,path 2,40,67,4,-3.25,-10,6
trial 579,rider 2,path 1,19,27,1,-18.0,-18,-18
trial 579,rider 2,path 2,24,67,2,-16.0,-20,-12
trial 579,rider 3,path 1,23,34,1,-16.0,-16,-16
trial 579,rider 3,path 2,23,60,1,-16.0,-16,-16
trial 579,rider 3,path 3,38,100,3,-7.666666666666667,-15,-3
trial 580,rider 1,path 1,26,43,2,-16.5,-21,-12
trial 580,rider 1,path 2,30,79,2,-13.5,-21,-6
trial 580,rider 2,path 1,28,44,2,-16.0,-21,-11
trial 580,rider 2,path 2,21,66,1,-17.0,-17,-17
trial 580,rider 2,path 3,29,96,1,-8.0,-8,-8
trial 580,rider 3,path 1,23,30,1,-16.0,-16,-16
trial 580,rider 3,path 2,47,82,4,-2.5,-14,17
trial 581,rider 1,path 1,25,33,1,-15.0,-15,-15
trial 581,rider 1,path 2,39,74,4,-6.5,-16,1
trial 581,rider 2,path 1,19,35,1,-18.0,-18,-18
trial 581,rider 2,path 2,19,62,1,-18.0,-18,-18
trial 581,rider 2,path 3,40,104,4,2.75,-12,17
trial 581,rider 3,path 1,29,40,1,-13.0,-13,-13
trial 581,rider 3,path 2,27,70,1,-14.0,-14,-14
trial 582,rider 1,path 1,23,39,1,-16.0,-16,-16
trial 582,rider 1,path 2,41,89,4,-9.75,-24,5
trial 582,rider 2,path 1,17,26,1,-19.0,-19,-19
trial 582,rider 2,path 2,44,75,4,-6.0,-21,15
trial 582,rider 3,path 1,27,32,1,-14.0,-14,-14
trial 582,rider 3,path 2,29,69,1,-13.0,-13,-13
trial 582,rider 3,path 3,21,91,1,-11.0,-11,-11
trial 583,rider 1,path 1,15,22,1,-20.0,-20,-20
trial 583,rider 1,path 2,11,46,1,-22.0,-22,-22
trial 583,rider 1,path 3,20,73,2,-17.0,-20,-14
trial 583,rider 2,path 1,27,46,2,-15.0,-20,-10
trial 583,rider 2,path 2,17,64,1,-12.0,-12,-12
trial 583,rider 2,path 3,30,95,2,-9.5,-13,-6
trial 583,rider 3,path 1,17,25,1,-19.0,-19,-19
trial 583,rider 3,path 2,19,46,1,-18.0,-18,-18
trial 583,rider 3,path 3,17,64,1,-14.0,-14,-14
trial 583,rider 3,path 4,25,90,1,-9.0,-9,-9
trial 584,rider 1,path 1,13,30,1,-21.0,-21,-21
trial 584,rider 1,path 2,36,73,3,-6.333333333333333,-13,-2
trial 584,rider 2,path 1,19,42,1,-18.0,-18,-18
trial 584,rider 2,path 2,15,59,1,-20.0,-20,-20
trial 584,rider 2,path 3,43,103,4,-3.5,-14,8
trial 584,rider 3,path 1,21,41,2,-23.0,-30,-16
trial 584,rider 3,path 2,23,70,1,-16.0,-16,-16
trial 585,rider 1,path 1,19,32,1,-18.0,-18,-18
trial 585,rider 1,path 2,26,68,2,-16.5,-21,-12
trial 585,rider 2,path 1,21,37,1,-17.0,-17,-17
trial 585,rider 2,path 2,27,67,2,-14.0,-20,-8
trial 585,rider 3,path 1,17,22,1,-19.0,-19,-19
trial 585,rider 3,path 2,38,64,3,-7.0,-20,5
trial 585,rider 3,path 3,39,104,3,-0.6666666666666666,-7,8
trial 586,rider 1,path 1,25,50,2,-16.5,-21,-12
trial 586,rider 1,path 2,31,85,3,-3.0,-10,6
trial 586,rider 2,path 1,31,53,1,-12.0,-12,-12
trial 586,rider 2,path 2,31,86,2,-3.5,-17,10
trial 586,rider 3,path 1,13,28,1,-21.0,-21,-21
trial 586,rider 3,path 2,29,62,1,-13.0,-13,-13
trial 586,rider 3,path 3,40,104,3,-7.666666666666667,-13,-2
trial 587,rider 1,path 1,22,34,2,-13.5,-19,-8
trial 587,rider 1,path 2,39,80,2,-6.0,-16,4
trial 587,rider 2,path 1,38,55,3,-7.333333333333333,-13,0
trial 587,rider 2,path 2,15,75,1,-20.0,-20,-20
trial 587,rider 3,path 1,17,22,1,-19.0,-19,-19
trial 587,rider 3,path 2,27,52,2,-16.5,-22,-11
trial 587,rider 3,path 3,28,82,2,-10.5,-11,-10
trial 588,rider 1,path 1,22,41,2,-16.0,-21,-11
trial 588,rider 1,path 2,38,91,3,-8.333333333333334,-14,-1
trial 588,rider 2,path 1,25,38,1,-15.0,-15,-15
trial 588,rider 2,path 2,37,93,3,-7.333333333333333,-18,-1
trial 588,rider 3,path 1,21,28,1,-17.0,-17,-17
trial 588,rider 3,path 2,40,76,3,-8.666666666666666,-19,3
trial 589,rider 1,path 1,47,60,4,-3.75,-12,7
trial 589,rider 2,path 1,21,26,1,-17.0,-17,-17
trial 589,rider 2,path 2,45,78,4,-5.0,-17,6
trial 589,rider 3,path 1,21,27,1,-17.0,-17,-17
trial 589,rider 3,path 2,25,53,2,-20.0,-26,-14
trial 589,rider 3,path 3,23,79,1,-16.0,-16,-16
trial 590,rider 1,path 1,9,23,1,-23.0,-23,-23
trial 590,rider 1,path 2,23,48,1,-16.0,-16,-16
trial 590,rider 2,path 1,28,50,2,-12.5,-17,-8
trial 590,rider 3,path 1,13,21,1,-21.0,-21,-21
trial 590,rider 3,path 2,23,47,1,-9.0,-9,-9
trial 590,rider 3,path 3,63,111,7,10.0,-13,37
trial 591,rider 1,path 1,32,57,2,-6.5,-15,2
trial 591,rider 2,path 1,9,20,1,-23.0,-23,-23
trial 591,rider 2,path 2,21,46,1,-17.0,-17,-17
trial 591,rider 2,path 3,59,109,6,7.666666666666667,-11,37
trial 591,rider 3,path 1,13,22,1,-21.0,-21,-21
trial 591,rider 3,path 2,32,58,2,-12.5,-19,-6
trial 592,rider 1,path 1,54,112,6,8.333333333333334,-21,33
trial 592,rider 2,path 1,33,70,2,-12.0,-16,-8
trial 592,rider 3,path 1,25,48,1,-15.0,-15,-15
trial 592,rider 3,path 2,41,91,4,-2.25,-16,14
trial 593,rider 1,path 1,26,42,2,-16.0,-20,-12
trial 593,rider 1,path 2,21,85,2,-16.5,-19,-14
trial 593,rider 2,path 1,23,36,1,-16.0,-16,-16
trial 593,rider 2,path 2,45,85,4,-2.0,-14,5
trial 593,rider 3,path 1,15,23,1,-20.0,-20,-20
trial 593,rider 3,path 2,29,54,2,-14.0,-18,-10
trial 593,rider 3,path 3,21,81,1,-17.0,-17,-17
trial 594,rider 1,path 1,15,22,1,-20.0,-20,-20
trial 594,rider 1,path 2,47,76,5,-1.2,-22,13
trial 594,rider 2,path 1,43,60,5,-2.4,-20,14
trial 594,rider 3,path 1,23,32,1,-16.0,-16,-16
trial 594,rider 3,path 2,15,76,1,-20.0,-20,-20
trial 595,rider 1,path 1,36,61,3,-7.333333333333333,-16,-1
trial 595,rider 1,path 2,32,95,2,-13.0,-17,-9
trial 595,rider 2,path 1,33,53,2,-11.0,-14,-8
trial 595,rider 2,path 2,36,93,3,-6.0,-11,2
trial 595,rider 3,path 1,23,38,1,-16.0,-16,-16
trial 595,rider 3,path 2,37,77,2,-9.5,-16,-3
trial 596,rider 1,path 1,25,36,2,-14.5,-18,-11
trial 596,rider 1,path 2,28,75,2,-13.0,-17,-9
trial 596,rider 2,path 1,23,36,1,-16.0,-16,-16
trial 596,rider 2,path 2,9,48,1,-23.0,-23,-23
trial 596,rider 2,path 3,19,80,1,-18.0,-18,-18
trial 596,rider 3,path 1,21,26,1,-17.0,-17,-17
trial 596,rider 3,path 2,56,89,5,5.6,-14,23
trial 597,rider 1,path 1,17,32,1,-19.0,-19,-19
trial 597,rider 1,path 2,48,92,4,-1.75,-19,16
trial 597,rider 2,path 1,27,44,1,-14.0,-14,-14
trial 597,rider 2,path 2,31,84,2,-15.0,-20,-10
trial 597,rider 3,path 1,21,27,1,-17.0,-17,-17
trial 597,rider 3,path 2,37,68,4,-8.0,-17,2
trial 598,rider 1,path 1,23,33,2,-14.5,-17,-12
trial 598,rider 1,path 2,11,49,1,-22.0,-22,-22
trial 598,rider 1,path 3,27,77,2,-10.0,-11,-9
trial 598,rider 2,path 1,21,35,1,-17.0,-17,-17
trial 598,rider 2,path 2,19,55,1,-16.0,-16,-16
trial 598,rider 2,path 3,36,100,3,-9.666666666666666,-18,-2
trial 598,rider 3,path 1,25,36,1,-15.0,-15,-15
trial 598,rider 3,path 2,28,78,2,-9.0,-13,-5
trial 599,rider 1,path 1,25,36,2,-13.5,-20,-7
trial 599,rider 1,path 2,7,52,1,-24.0,-24,-24
trial 599,rider 1,path 3,40,95,3,-7.333333333333333,-14,1
trial 599,rider 2,path 1,27,63,2,-13.5,-20,-7
trial 599,rider 3,path 1,29,41,1,-13.0,-13,-13
trial 599,rider 3,path 2,19,62,1,-18.0,-18,-18
trial 599,rider 3,path 3,30,93,3,-12.333333333333334,-19,-5
trial 600,rider 1,path 1,11,18,1,-22.0,-22,-22
trial 600,rider 1,path 2,42,70,4,-7.0,-21,5
trial 600,rider 2,path 1,21,31,1,-17.0,-17,-17
trial 600,rider 2,path 2,11,55,1,-22.0,-22,-22
trial 600,rider 2,path 3,32,89,2,-8.5,-11,-6
trial 600,rider 3,path 1,32,47,2,-11.0,-16,-6
trial 600,rider 3,path 2,23,83,2,-22.0,-28,-16
trial 601,rider 1,path 1,11,20,1,-22.0,-22,-22
trial 601,rider 1,path 2,18,40,2,-17.5,-22,-13
trial 601,rider 1,path 3,34,97,3,-13.0,-22,-5
