trial,rider,path,path_time,n_orders,delta_mean,delta_min,delta_max
trial 718,rider 2,path 1,15,1,-20.0,-20,-20
trial 718,rider 2,path 2,41,4,-6.5,-22,7
trial 718,rider 3,path 1,27,1,-14.0,-14,-14
trial 718,rider 3,path 2,28,2,-16.0,-22,-10
trial 718,rider 3,path 3,17,1,-15.0,-15,-15
trial 719,rider 1,path 1,29,2,-12.5,-19,-6
trial 719,rider 1,path 2,27,1,-11.0,-11,-11
trial 719,rider 2,path 1,13,1,-21.0,-21,-21
trial 719,rider 2,path 2,36,4,-3.0,-11,9
trial 719,rider 2,path 3,15,1,-11.0,-11,-11
trial 719,rider 3,path 1,27,1,-14.0,-14,-14
trial 719,rider 3,path 2,43,3,-2.3333333333333335,-10,2
trial 720,rider 1,path 1,15,1,-20.0,-20,-20
trial 720,rider 1,path 2,46,5,-2.6,-14,11
trial 720,rider 2,path 1,37,2,-7.0,-16,2
trial 720,rider 2,path 2,27,2,-15.0,-21,-9
trial 720,rider 3,path 1,27,1,-14.0,-14,-14
trial 720,rider 3,path 2,37,2,-10.0,-18,-2
trial 721,rider 1,path 1,42,4,-3.75,-20,9
trial 721,rider 2,path 1,32,2,-10.5,-15,-6
trial 721,rider 2,path 2,51,4,-1.25,-13,12
trial 721,rider 3,path 1,21,1,-17.0,-17,-17
trial 721,rider 3,path 2,27,2,-14.0,-19,-9
trial 722,rider 1,path 1,67,7,11.0,-15,32
trial 722,rider 2,path 1,19,1,-18.0,-18,-18
trial 722,rider 2,path 2,23,1,-16.0,-16,-16
trial 722,rider 2,path 3,13,1,-21.0,-21,-21
trial 722,rider 3,path 1,19,1,-18.0,-18,-18
trial 722,rider 3,path 2,27,1,-14.0,-14,-14
trial 722,rider 3,path 3,29,1,0.0,0,0
trial 723,rider 1,path 1,7,1,-24.0,-24,-24
trial 723,rider 1,path 2,13,1,-21.0,-21,-21
trial 723,rider 1,path 3,13,1,-21.0,-21,-21
trial 723,rider 1,path 4,21,2,-18.0,-23,-13
trial 723,rider 2,path 1,19,1,-18.0,-18,-18
trial 723,rider 2,path 2,19,1,-18.0,-18,-18
trial 723,rider 2,path 3,15,1,-20.0,-20,-20
trial 723,rider 3,path 1,19,1,-18.0,-18,-18
trial 723,rider 3,path 2,15,1,-20.0,-20,-20
trial 723,rider 3,path 3,37,3,-7.666666666666667,-16,2
trial 724,rider 1,path 1,15,1,-20.0,-20,-20
trial 724,rider 1,path 2,7,1,-24.0,-24,-24
trial 724,rider 1,path 3,36,4,-5.0,-14,1
trial 724,rider 2,path 1,21,1,-17.0,-17,-17
trial 724,rider 2,path 2,17,1,-19.0,-19,-19
trial 724,rider 2,path 3,34,2,-4.0,-8,0
trial 724,rider 3,path 1,13,1,-21.0,-21,-21
trial 724,rider 3,path 2,19,2,-23.0,-28,-18
trial 725,rider 1,path 1,30,3,-9.0,-18,-3
trial 725,rider 1,path 2,28,2,-5.5,-16,5
trial 725,rider 2,path 1,30,2,-11.5,-15,-8
trial 725,rider 2,path 2,21,1,-15.0,-15,-15
trial 725,rider 2,path 3,13,1,-4.0,-4,-4
trial 725,rider 3,path 1,21,1,-17.0,-17,-17
trial 725,rider 3,path 2,41,3,-1.0,-12,7
trial 726,rider 1,path 1,15,1,-20.0,-20,-20
trial 726,rider 1,path 2,42,4,-2.5,-11,6
trial 726,rider 2,path 1,19,1,-18.0,-18,-18
trial 726,rider 2,path 2,29,2,-6.5,-12,-1
trial 726,rider 2,path 3,30,2,-2.5,-3,-2
trial 726,rider 3,path 1,29,1,-13.0,-13,-13
trial 726,rider 3,path 2,30,2,-11.5,-13,-10
trial 727,rider 1,path 1,17,1,-19.0,-19,-19
trial 727,rider 1,path 2,30,2,-0.5,-13,12
trial 727,rider 1,path 3,29,2,2.0,2,2
trial 727,rider 2,path 1,21,1,-17.0,-17,-17
trial 727,rider 2,path 2,35,2,0.5,-6,7
trial 727,rider 2,path 3,21,1,4.0,4,4
trial 727,rider 3,path 1,23,1,-16.0,-16,-16
trial 727,rider 3,path 2,38,3,-3.0,-17,5
trial 728,rider 1,path 1,28,2,-15.5,-21,-10
trial 728,rider 1,path 2,19,1,-18.0,-18,-18
trial 728,rider 2,path 1,23,1,-16.0,-16,-16
trial 728,rider 2,path 2,13,1,-21.0,-21,-21
trial 728,rider 2,path 3,32,2,-10.5,-17,-4
trial 728,rider 3,path 1,23,1,-16.0,-16,-16
trial 728,rider 3,path 2,59,5,5.2,-18,27
trial 729,rider 1,path 1,38,3,-7.0,-20,8
trial 729,rider 1,path 2,23,1,-13.0,-13,-13
trial 729,rider 2,path 1,25,1,-15.0,-15,-15
trial 729,rider 2,path 2,30,4,-4.25,-11,3
trial 729,rider 3,path 1,21,1,-17.0,-17,-17
trial 729,rider 3,path 2,17,1,-19.0,-19,-19
trial 729,rider 3,path 3,36,2,-6.5,-18,5
trial 730,rider 1,path 1,17,1,-19.0,-19,-19
trial 730,rider 1,path 2,50,4,-2.25,-14,12
trial 730,rider 2,path 1,27,1,-14.0,-14,-14
trial 730,rider 2,path 2,15,1,-20.0,-20,-20
trial 730,rider 3,path 1,19,1,-18.0,-18,-18
trial 730,rider 3,path 2,27,1,-14.0,-14,-14
trial 730,rider 3,path 3,46,4,-2.75,-20,12
trial 731,rider 1,path 1,15,1,-20.0,-20,-20
trial 731,rider 1,path 2,19,1,-15.0,-15,-15
trial 731,rider 1,path 3,21,1,-17.0,-17,-17
trial 731,rider 2,path 1,27,1,-14.0,-14,-14
trial 731,rider 2,path 2,35,2,-7.0,-14,0
trial 731,rider 3,path 1,17,1,-19.0,-19,-19
trial 731,rider 3,path 2,21,1,-17.0,-17,-17
trial 731,rider 3,path 3,51,5,2.4,-18,20
trial 732,rider 1,path 1,23,2,-15.5,-19,-12
trial 732,rider 1,path 2,21,1,-13.0,-13,-13
trial 732,rider 1,path 3,39,3,-7.333333333333333,-12,-2
trial 732,rider 2,path 1,32,3,-6.666666666666667,-11,1
trial 732,rider 2,path 2,19,1,-16.0,-16,-16
trial 732,rider 3,path 1,33,2,-10.5,-14,-7
trial 732,rider 3,path 2,17,1,-19.0,-19,-19
trial 733,rider 1,path 1,19,1,-18.0,-18,-18
trial 733,rider 1,path 2,30,2,-2.5,-4,-1
trial 733,rider 1,path 3,17,1,-19.0,-19,-19
trial 733,rider 2,path 1,23,1,-16.0,-16,-16
trial 733,rider 2,path 2,53,5,1.2,-21,17
trial 733,rider 3,path 1,21,1,-17.0,-17,-17
trial 733,rider 3,path 2,21,1,-6.0,-6,-6
trial 733,rider 3,path 3,23,1,-16.0,-16,-16
trial 734,rider 1,path 1,22,2,-14.5,-17,-12
trial 734,rider 1,path 2,25,2,-11.5,-20,-3
trial 734,rider 1,path 3,23,1,-9.0,-9,-9
trial 734,rider 2,path 1,40,4,-4.5,-18,8
trial 734,rider 3,path 1,23,1,-16.0,-16,-16
trial 734,rider 3,path 2,27,2,-7.5,-14,-1
trial 734,rider 3,path 3,27,1,-14.0,-14,-14
trial 735,rider 1,path 1,15,1,-20.0,-20,-20
trial 735,rider 1,path 2,17,1,-19.0,-19,-19
trial 735,rider 1,path 3,27,2,-5.0,-10,0
trial 735,rider 2,path 1,11,1,-22.0,-22,-22
trial 735,rider 2,path 2,39,4,-5.5,-19,7
trial 735,rider 3,path 1,23,1,-16.0,-16,-16
trial 735,rider 3,path 2,35,3,-10.333333333333334,-19,-1
trial 736,rider 1,path 1,26,2,-12.5,-19,-6
trial 736,rider 1,path 2,47,5,3.0,-10,25
trial 736,rider 2,path 1,27,1,-14.0,-14,-14
trial 736,rider 2,path 2,24,2,-16.0,-19,-13
trial 736,rider 3,path 1,27,2,-13.5,-15,-12
trial 736,rider 3,path 2,19,1,-18.0,-18,-18
trial 737,rider 1,path 1,28,3,-11.333333333333334,-22,-1
trial 737,rider 1,path 2,15,1,-20.0,-20,-20
trial 737,rider 2,path 1,28,2,-11.0,-13,-9
trial 737,rider 2,path 2,31,3,-12.0,-19,-7
trial 737,rider 3,path 1,29,1,-13.0,-13,-13
trial 737,rider 3,path 2,35,3,-7.666666666666667,-16,3
trial 738,rider 1,path 1,13,1,-21.0,-21,-21
trial 738,rider 1,path 2,34,2,-6.5,-15,2
trial 738,rider 2,path 1,27,1,-14.0,-14,-14
trial 738,rider 2,path 2,28,2,-11.5,-16,-7
trial 738,rider 3,path 1,11,1,-22.0,-22,-22
trial 738,rider 3,path 2,15,1,-20.0,-20,-20
trial 738,rider 3,path 3,47,5,-2.2,-20,12
trial 739,rider 1,path 1,23,1,-16.0,-16,-16
trial 739,rider 1,path 2,38,3,-8.0,-19,2
trial 739,rider 2,path 1,60,6,1.5,-24,29
trial 739,rider 3,path 1,25,1,-15.0,-15,-15
trial 739,rider 3,path 2,31,2,-9.0,-15,-3
trial 740,rider 1,path 1,31,4,-8.75,-14,-4
trial 740,rider 2,path 1,27,2,-15.5,-21,-10
trial 740,rider 2,path 2,25,2,-10.0,-13,-7
trial 740,rider 3,path 1,17,1,-19.0,-19,-19
trial 740,rider 3,path 2,30,2,-7.0,-7,-7
trial 740,rider 3,path 3,32,2,-8.0,-9,-7
trial 741,rider 1,path 1,48,5,-7.4,-30,11
trial 741,rider 2,path 1,19,1,-18.0,-18,-18
trial 741,rider 2,path 2,17,1,-19.0,-19,-19
trial 741,rider 2,path 3,31,2,-13.0,-22,-4
trial 741,rider 3,path 1,25,1,-15.0,-15,-15
trial 741,rider 3,path 2,17,1,-19.0,-19,-19
trial 741,rider 3,path 3,30,2,-9.0,-10,-8
trial 742,rider 1,path 1,19,2,-19.5,-24,-15
trial 742,rider 1,path 2,36,2,-9.0,-16,-2
trial 742,rider 2,path 1,23,1,-16.0,-16,-16
trial 742,rider 2,path 2,50,5,2.6,-17,19
trial 742,rider 3,path 1,27,1,-14.0,-14,-14
trial 742,rider 3,path 2,23,1,-16.0,-16,-16
trial 742,rider 3,path 3,27,1,-5.0,-5,-5
trial 743,rider 1,path 1,64,7,9.571428571428571,-13,35
trial 743,rider 2,path 1,19,1,-18.0,-18,-18
trial 743,rider 2,path 2,19,1,-18.0,-18,-18
trial 743,rider 3,path 1,23,1,-16.0,-16,-16
trial 743,rider 3,path 2,9,1,-23.0,-23,-23
trial 743,rider 3,path 3,19,1,-18.0,-18,-18
trial 743,rider 3,path 4,25,1,-9.0,-9,-9
trial 744,rider 1,path 1,29,2,-12.5,-17,-8
trial 744,rider 1,path 2,28,2,-7.5,-12,-3
trial 744,rider 2,path 1,21,1,-17.0,-17,-17
trial 744,rider 2,path 2,36,3,-9.333333333333334,-14,-1
trial 744,rider 2,path 3,15,1,-8.0,-8,-8
trial 744,rider 3,path 1,23,1,-16.0,-16,-16
trial 744,rider 3,path 2,21,1,-14.0,-14,-14
trial 744,rider 3,path 3,30,2,-7.0,-16,2
trial 745,rider 1,path 1,17,1,-19.0,-19,-19
trial 745,rider 1,path 2,26,2,-16.5,-21,-12
trial 745,rider 1,path 3,41,3,1.0,-9,8
trial 745,rider 2,path 1,13,1,-21.0,-21,-21
trial 745,rider 2,path 2,34,2,-9.0,-13,-5
trial 745,rider 3,path 1,23,1,-16.0,-16,-16
trial 745,rider 3,path 2,19,1,-18.0,-18,-18
trial 745,rider 3,path 3,35,2,-10.5,-14,-7
trial 746,rider 1,path 1,23,1,-16.0,-16,-16
trial 746,rider 1,path 2,40,5,-2.2,-18,10
trial 746,rider 2,path 1,17,1,-19.0,-19,-19
trial 746,rider 2,path 2,29,2,-9.5,-17,-2
trial 746,rider 3,path 1,23,1,-16.0,-16,-16
trial 746,rider 3,path 2,35,3,3.3333333333333335,-13,19
trial 747,rider 1,path 1,11,1,-22.0,-22,-22
trial 747,rider 1,path 2,11,1,-22.0,-22,-22
trial 747,rider 1,path 3,49,4,0.0,-21,20
trial 747,rider 2,path 1,33,2,-12.0,-18,-6
trial 747,rider 2,path 2,34,2,-16.0,-24,-8
trial 747,rider 3,path 1,17,1,-19.0,-19,-19
trial 747,rider 3,path 2,23,1,-12.0,-12,-12
trial 747,rider 3,path 3,17,1,-19.0,-19,-19
trial 748,rider 1,path 1,25,2,-12.5,-19,-6
trial 748,rider 1,path 2,38,3,-5.333333333333333,-11,1
trial 748,rider 2,path 1,46,4,-3.5,-17,13
trial 748,rider 3,path 1,27,1,-14.0,-14,-14
trial 748,rider 3,path 2,19,1,-18.0,-18,-18
trial 748,rider 3,path 3,27,2,-15.5,-20,-11
trial 749,rider 1,path 1,15,1,-20.0,-20,-20
trial 749,rider 1,path 2,26,2,-11.5,-17,-6
trial 749,rider 2,path 1,28,2,-9.0,-13,-5
trial 749,rider 2,path 2,44,4,3.25,-15,15
trial 749,rider 3,path 1,17,1,-19.0,-19,-19
trial 749,rider 3,path 2,29,3,-9.0,-17,-1
trial 750,rider 1,path 1,28,2,-16.5,-22,-11
trial 750,rider 1,path 2,28,2,-8.0,-9,-7
trial 750,rider 2,path 1,19,1,-18.0,-18,-18
trial 750,rider 2,path 2,19,1,-18.0,-18,-18
trial 750,rider 2,path 3,28,2,-12.0,-18,-6
trial 750,rider 3,path 1,9,1,-23.0,-23,-23
trial 750,rider 3,path 2,28,2,-9.0,-14,-4
trial 750,rider 3,path 3,32,2,-6.0,-18,6
trial 751,rider 1,path 1,9,1,-23.0,-23,-23
trial 751,rider 1,path 2,36,4,-7.0,-19,7
trial 751,rider 2,path 1,19,1,-18.0,-18,-18
trial 751,rider 2,path 2,33,2,-5.5,-9,-2
trial 751,rider 3,path 1,19,2,-22.0,-26,-18
trial 751,rider 3,path 2,21,1,-17.0,-17,-17
trial 751,rider 3,path 3,22,2,-15.0,-19,-11
trial 752,rider 1,path 1,35,2,-9.0,-16,-2
trial 752,rider 1,path 2,21,1,-12.0,-12,-12
trial 752,rider 2,path 1,19,1,-18.0,-18,-18
trial 752,rider 2,path 2,47,4,-1.5,-16,11
trial 752,rider 3,path 1,21,1,-17.0,-17,-17
trial 752,rider 3,path 2,40,3,-7.333333333333333,-17,5
trial 752,rider 3,path 3,13,1,-14.0,-14,-14
trial 753,rider 1,path 1,7,1,-24.0,-24,-24
trial 753,rider 1,path 2,26,2,-7.0,-14,0
trial 753,rider 1,path 3,26,2,-9.0,-12,-6
trial 753,rider 2,path 1,22,2,-17.0,-22,-12
trial 753,rider 2,path 2,35,3,-10.666666666666666,-20,-4
trial 753,rider 3,path 1,21,1,-17.0,-17,-17
trial 753,rider 3,path 2,25,1,-15.0,-15,-15
trial 753,rider 3,path 3,23,1,-16.0,-16,-16
trial 754,rider 1,path 1,29,2,-10.5,-16,-5
trial 754,rider 1,path 2,20,2,-17.5,-22,-13
trial 754,rider 2,path 1,25,1,-15.0,-15,-15
trial 754,rider 2,path 2,44,4,1.0,-20,17
trial 754,rider 3,path 1,15,1,-20.0,-20,-20
trial 754,rider 3,path 2,24,2,-13.5,-16,-11
trial 754,rider 3,path 3,25,1,-15.0,-15,-15
trial 755,rider 1,path 1,15,1,-20.0,-20,-20
trial 755,rider 1,path 2,34,3,-7.333333333333333,-19,9
trial 755,rider 2,path 1,24,2,-15.0,-21,-9
trial 755,rider 2,path 2,23,1,-12.0,-12,-12
trial 755,rider 3,path 1,17,1,-19.0,-19,-19
trial 755,rider 3,path 2,33,2,-5.5,-14,3
trial 755,rider 3,path 3,34,3,-3.3333333333333335,-15,8
trial 756,rider 1,path 1,29,3,-11.0,-18,-5
trial 756,rider 1,path 2,29,2,-12.0,-20,-4
trial 756,rider 2,path 1,31,1,-12.0,-12,-12
trial 756,rider 2,path 2,29,2,-13.0,-16,-10
trial 756,rider 3,path 1,21,1,-17.0,-17,-17
trial 756,rider 3,path 2,36,3,-7.333333333333333,-16,5
trial 756,rider 3,path 3,27,1,-1.0,-1,-1
trial 757,rider 1,path 1,13,1,-21.0,-21,-21
trial 757,rider 1,path 2,28,2,-9.0,-15,-3
trial 757,rider 2,path 1,31,3,-10.0,-18,-1
trial 757,rider 3,path 1,15,1,-20.0,-20,-20
trial 757,rider 3,path 2,23,1,-16.0,-16,-16
trial 757,rider 3,path 3,53,5,5.8,-14,26
trial 758,rider 1,path 1,48,4,-4.75,-17,14
trial 758,rider 2,path 1,11,1,-22.0,-22,-22
trial 758,rider 2,path 2,25,1,-15.0,-15,-15
trial 758,rider 2,path 3,33,2,-11.5,-16,-7
trial 758,rider 3,path 1,21,1,-17.0,-17,-17
trial 758,rider 3,path 2,11,1,-22.0,-22,-22
trial 758,rider 3,path 3,39,3,-5.666666666666667,-17,6
trial 759,rider 1,path 1,13,1,-21.0,-21,-21
trial 759,rider 1,path 2,39,3,-9.333333333333334,-18,0
trial 759,rider 2,path 1,25,2,-17.0,-22,-12
trial 759,rider 2,path 2,21,1,-17.0,-17,-17
trial 759,rider 2,path 3,21,1,-8.0,-8,-8
trial 759,rider 3,path 1,25,2,-17.0,-23,-11
trial 759,rider 3,path 2,37,3,-10.0,-22,3
trial 760,rider 1,path 1,30,2,-13.5,-20,-7
trial 760,rider 1,path 2,13,1,-21.0,-21,-21
trial 760,rider 2,path 1,23,1,-16.0,-16,-16
trial 760,rider 2,path 2,48,5,-2.0,-17,15
trial 760,rider 3,path 1,19,1,-18.0,-18,-18
trial 760,rider 3,path 2,23,1,-14.0,-14,-14
trial 760,rider 3,path 3,13,1,-21.0,-21,-21
trial 760,rider 3,path 4,23,1,-14.0,-14,-14
trial 761,rider 1,path 1,36,3,-9.666666666666666,-20,2
trial 761,rider 1,path 2,37,3,-4.333333333333333,-14,8
trial 761,rider 2,path 1,21,1,-17.0,-17,-17
trial 761,rider 2,path 2,46,4,-6.25,-20,5
trial 761,rider 3,path 1,29,1,-13.0,-13,-13
trial 761,rider 3,path 2,17,1,-19.0,-19,-19
trial 762,rider 1,path 1,28,2,-9.0,-17,-1
trial 762,rider 1,path 2,29,2,-16.0,-22,-10
trial 762,rider 2,path 1,27,1,-14.0,-14,-14
trial 762,rider 2,path 2,60,5,6.6,-13,30
trial 762,rider 3,path 1,31,2,-11.0,-14,-8
trial 762,rider 3,path 2,23,1,-16.0,-16,-16
trial 763,rider 1,path 1,11,1,-22.0,-22,-22
trial 763,rider 1,path 2,32,3,-4.0,-10,5
trial 763,rider 2,path 1,21,1,-17.0,-17,-17
trial 763,rider 2,path 2,21,1,-17.0,-17,-17
trial 763,rider 2,path 3,51,4,4.0,-13,27
trial 763,rider 3,path 1,23,1,-16.0,-16,-16
trial 763,rider 3,path 2,32,2,-11.0,-13,-9
trial 764,rider 1,path 1,15,1,-20.0,-20,-20
trial 764,rider 1,path 2,33,3,-5.666666666666667,-16,4
trial 764,rider 1,path 3,19,1,-17.0,-17,-17
trial 764,rider 2,path 1,19,1,-18.0,-18,-18
trial 764,rider 2,path 2,40,3,-6.666666666666667,-13,1
trial 764,rider 3,path 1,21,1,-17.0,-17,-17
trial 764,rider 3,path 2,27,2,-11.5,-15,-8
trial 764,rider 3,path 3,25,1,-15.0,-15,-15
trial 765,rider 1,path 1,13,1,-21.0,-21,-21
trial 765,rider 1,path 2,21,1,-17.0,-17,-17
trial 765,rider 1,path 3,61,6,6.5,-22,31
trial 765,rider 2,path 1,17,1,-19.0,-19,-19
trial 765,rider 2,path 2,21,1,-17.0,-17,-17
trial 765,rider 2,path 3,23,1,-14.0,-14,-14
trial 765,rider 3,path 1,23,1,-16.0,-16,-16
trial 765,rider 3,path 2,23,1,-12.0,-12,-12
trial 766,rider 1,path 1,19,1,-18.0,-18,-18
trial 766,rider 1,path 2,51,6,2.3333333333333335,-19,16
trial 766,rider 2,path 1,27,3,-13.333333333333334,-22,-6
trial 766,rider 3,path 1,25,2,-22.0,-30,-14
trial 766,rider 3,path 2,13,1,-21.0,-21,-21
trial 767,rider 1,path 1,19,2,-17.5,-20,-15
trial 767,rider 1,path 2,43,3,-4.666666666666667,-15,5
trial 767,rider 2,path 1,15,1,-20.0,-20,-20
trial 767,rider 2,path 2,18,2,-19.0,-22,-16
trial 767,rider 2,path 3,25,1,-15.0,-15,-15
trial 767,rider 3,path 1,7,1,-24.0,-24,-24
trial 767,rider 3,path 2,11,1,-22.0,-22,-22
trial 767,rider 3,path 3,21,1,-16.0,-16,-16
trial 767,rider 3,path 4,21,1,-17.0,-17,-17
trial 768,rider 1,path 1,21,1,-17.0,-17,-17
trial 768,rider 1,path 2,48,5,3.4,-18,24
trial 768,rider 2,path 1,23,1,-16.0,-16,-16
trial 768,rider 2,path 2,29,1,-13.0,-13,-13
trial 768,rider 3,path 1,27,1,-14.0,-14,-14
trial 768,rider 3,path 2,39,4,-5.75,-15,5
trial 769,rider 1,path 1,19,1,-18.0,-18,-18
trial 769,rider 1,path 2,17,1,-19.0,-19,-19
trial 769,rider 1,path 3,21,1,-17.0,-17,-17
trial 769,rider 2,path 1,13,1,-21.0,-21,-21
trial 769,rider 2,path 2,44,4,-4.25,-17,7
trial 769,rider 3,path 1,27,1,-14.0,-14,-14
trial 769,rider 3,path 2,48,4,0.75,-13,15
trial 770,rider 1,path 1,13,1,-21.0,-21,-21
trial 770,rider 1,path 2,13,1,-14.0,-14,-14
trial 770,rider 1,path 3,46,4,-6.5,-20,13
trial 770,rider 2,path 1,31,3,-11.0,-17,-5
trial 770,rider 2,path 2,34,2,-11.5,-15,-8
trial 770,rider 3,path 1,31,1,-12.0,-12,-12
trial 770,rider 3,path 2,23,1,-16.0,-16,-16
trial 771,rider 1,path 1,7,1,-24.0,-24,-24
trial 771,rider 1,path 2,15,1,-19.0,-19,-19
trial 771,rider 1,path 3,40,3,1.0,-11,9
trial 771,rider 2,path 1,23,1,-16.0,-16,-16
trial 771,rider 2,path 2,36,3,-9.0,-21,4
trial 771,rider 3,path 1,21,2,-22.0,-27,-17
trial 771,rider 3,path 2,23,1,-16.0,-16,-16
trial 771,rider 3,path 3,13,1,-21.0,-21,-21
trial 772,rider 1,path 1,13,1,-21.0,-21,-21
trial 772,rider 1,path 2,48,4,-2.5,-15,11
trial 772,rider 2,path 1,17,1,-19.0,-19,-19
trial 772,rider 2,path 2,23,1,-15.0,-15,-15
trial 772,rider 2,path 3,32,3,-11.333333333333334,-23,-5
trial 772,rider 3,path 1,21,1,-17.0,-17,-17
trial 772,rider 3,path 2,23,1,-16.0,-16,-16
trial 772,rider 3,path 3,23,1,-16.0,-16,-16
trial 773,rider 1,path 1,17,1,-19.0,-19,-19
trial 773,rider 1,path 2,28,2,-8.0,-14,-2
trial 773,rider 1,path 3,36,3,-8.333333333333334,-21,5
trial 773,rider 2,path 1,19,1,-18.0,-18,-18
trial 773,rider 2,path 2,35,3,-9.0,-16,-4
trial 773,rider 3,path 1,23,1,-16.0,-16,-16
trial 773,rider 3,path 2,34,2,-3.0,-12,6
trial 774,rider 1,path 1,19,1,-18.0,-18,-18
trial 774,rider 1,path 2,34,3,-4.0,-16,5
trial 774,rider 2,path 1,27,1,-14.0,-14,-14
trial 774,rider 2,path 2,33,2,-10.0,-16,-4
trial 774,rider 3,path 1,15,1,-20.0,-20,-20
trial 774,rider 3,path 2,40,3,-8.0,-17,5
trial 774,rider 3,path 3,28,2,-3.5,-7,0
trial 775,rider 1,path 1,15,1,-20.0,-20,-20
trial 775,rider 1,path 2,46,5,-1.6,-24,15
trial 775,rider 2,path 1,32,2,-11.0,-17,-5
trial 775,rider 2,path 2,30,3,-11.0,-18,-2
trial 775,rider 3,path 1,19,1,-18.0,-18,-18
trial 775,rider 3,path 2,31,1,-12.0,-12,-12
trial 776,rider 1,path 1,29,2,-12.5,-16,-9
trial 776,rider 1,path 2,31,3,0.6666666666666666,-3,6
trial 776,rider 2,path 1,21,1,-17.0,-17,-17
trial 776,rider 2,path 2,25,1,-15.0,-15,-15
trial 776,rider 2,path 3,34,3,-5.666666666666667,-9,-1
trial 776,rider 3,path 1,29,1,-13.0,-13,-13
trial 776,rider 3,path 2,19,1,-16.0,-16,-16
trial 776,rider 3,path 3,31,1,-12.0,-12,-12
trial 777,rider 1,path 1,24,2,-9.5,-11,-8
trial 777,rider 1,path 2,40,3,-3.0,-16,6
trial 777,rider 2,path 1,21,1,-17.0,-17,-17
trial 777,rider 2,path 2,44,4,-6.5,-20,4
trial 777,rider 3,path 1,27,1,-14.0,-14,-14
trial 777,rider 3,path 2,30,2,-10.0,-16,-4
trial 778,rider 1,path 1,22,3,-15.0,-24,-6
trial 778,rider 1,path 2,17,1,-19.0,-19,-19
trial 778,rider 1,path 3,17,1,-16.0,-16,-16
trial 778,rider 2,path 1,23,2,-16.5,-20,-13
trial 778,rider 2,path 2,25,1,-7.0,-7,-7
trial 778,rider 2,path 3,27,1,-8.0,-8,-8
trial 778,rider 3,path 1,15,1,-20.0,-20,-20
trial 778,rider 3,path 2,26,2,-13.0,-16,-10
trial 778,rider 3,path 3,19,1,-18.0,-18,-18
trial 779,rider 1,path 1,28,3,-13.0,-20,-5
trial 779,rider 1,path 2,35,3,-11.666666666666666,-21,-3
trial 779,rider 2,path 1,26,2,-14.0,-17,-11
trial 779,rider 2,path 2,13,1,-21.0,-21,-21
trial 779,rider 3,path 1,23,1,-16.0,-16,-16
trial 779,rider 3,path 2,31,3,-11.0,-20,-6
trial 780,rider 1,path 1,24,2,-14.0,-18,-10
trial 780,rider 1,path 2,22,2,-13.5,-19,-8
trial 780,rider 1,path 3,47,4,1.0,-18,20
trial 780,rider 2,path 1,23,1,-16.0,-16,-16
trial 780,rider 2,path 2,16,2,-18.5,-20,-17
trial 780,rider 3,path 1,25,1,-15.0,-15,-15
trial 780,rider 3,path 2,21,1,-17.0,-17,-17
trial 781,rider 1,path 1,21,1,-17.0,-17,-17
trial 781,rider 1,path 2,21,1,-17.0,-17,-17
trial 781,rider 1,path 3,52,5,8.6,-8,21
trial 781,rider 2,path 1,41,3,-8.666666666666666,-18,2
trial 781,rider 3,path 1,23,1,-16.0,-16,-16
trial 781,rider 3,path 2,23,1,-15.0,-15,-15
trial 781,rider 3,path 3,9,1,-23.0,-23,-23
trial 782,rider 1,path 1,11,1,-21.0,-21,-21
trial 782,rider 1,path 2,43,5,1.6,-20,13
trial 782,rider 2,path 1,33,2,-9.0,-14,-4
trial 782,rider 2,path 2,23,1,-16.0,-16,-16
trial 782,rider 3,path 1,21,1,-17.0,-17,-17
trial 782,rider 3,path 2,23,1,-16.0,-16,-16
trial 782,rider 3,path 3,30,2,-5.5,-15,4
trial 783,rider 1,path 1,20,2,-18.5,-24,-13
trial 783,rider 1,path 2,43,4,-5.0,-20,11
trial 783,rider 2,path 1,19,1,-18.0,-18,-18
trial 783,rider 2,path 2,30,2,-12.0,-15,-9
trial 783,rider 3,path 1,23,1,-16.0,-16,-16
trial 783,rider 3,path 2,27,1,-14.0,-14,-14
trial 783,rider 3,path 3,32,2,-12.5,-16,-9
trial 784,rider 1,path 1,20,2,-14.5,-17,-12
trial 784,rider 2,path 1,67,8,12.125,-14,35
trial 784,rider 3,path 1,9,1,-23.0,-23,-23
trial 784,rider 3,path 2,23,1,-15.0,-15,-15
trial 784,rider 3,path 3,23,1,-16.0,-16,-16
trial 785,rider 1,path 1,13,1,-21.0,-21,-21
trial 785,rider 1,path 2,39,3,-9.666666666666666,-23,0
trial 785,rider 2,path 1,21,2,-22.5,-30,-15
trial 785,rider 2,path 2,38,4,-8.0,-22,7
trial 785,rider 3,path 1,25,1,-15.0,-15,-15
trial 785,rider 3,path 2,27,1,-14.0,-14,-14
trial 785,rider 3,path 3,17,1,-15.0,-15,-15
trial 786,rider 1,path 1,23,1,-16.0,-16,-16
trial 786,rider 1,path 2,15,1,-20.0,-20,-20
trial 786,rider 1,path 3,28,2,-14.0,-20,-8
trial 786,rider 2,path 1,13,1,-21.0,-21,-21
trial 786,rider 2,path 2,34,2,-5.0,-6,-4
trial 786,rider 2,path 3,20,2,-12.5,-17,-8
trial 786,rider 3,path 1,25,1,-15.0,-15,-15
